,TeamID,Season,FG,FGA,3P,FT,FTA,OR,DR,TO,oppFG,oppFGA,opp3P,oppFT,oppFTA,oppOR,oppDR,oppTO,Wins,Seed
131,1448,2005,29.19,59.26,7.55,18.77,27.39,13.97,25.68,14.55,26.19,60.45,7.77,13.26,19.32,11.94,20.68,14.68,1,02
132,1211,2005,27.59,54.52,5.03,19.48,26.1,11.72,26.45,13.55,24.62,59.34,8.41,12.14,18.0,11.52,18.69,12.41,1,03
133,1257,2005,26.55,57.13,9.65,17.81,24.45,12.71,26.42,14.39,21.06,55.87,6.32,14.19,21.29,12.52,21.13,17.16,4,04
134,1210,2005,26.7,58.93,5.9,15.27,22.23,12.77,26.7,15.3,22.8,59.17,6.2,14.5,21.87,13.23,23.4,15.7,1,05
135,1403,2005,28.23,59.67,4.57,16.5,21.6,11.37,23.5,12.87,25.47,59.2,7.4,11.23,16.6,12.97,22.73,17.37,2,06
136,1452,2005,24.48,55.35,8.94,12.32,16.68,9.9,20.77,11.39,23.81,53.23,6.06,12.03,16.35,10.97,23.26,14.97,3,07
137,1334,2005,25.45,50.9,6.31,15.21,20.38,9.76,26.03,13.93,23.9,58.62,6.97,8.79,13.31,11.03,18.41,11.28,1,08
138,1338,2005,25.46,53.86,5.96,15.46,23.54,14.43,23.89,14.61,22.18,55.21,6.57,12.04,17.11,11.18,18.11,12.93,0,09
139,1166,2005,24.3,53.64,8.64,14.27,19.61,9.88,21.52,11.97,23.91,53.97,5.58,11.58,17.88,11.79,22.52,14.73,0,10
140,1417,2005,25.79,56.93,6.43,16.0,22.11,11.93,25.25,16.11,26.07,59.21,5.86,13.43,19.61,11.14,21.71,14.29,0,11
141,1203,2005,27.72,58.1,5.38,16.41,23.34,13.03,23.66,14.97,23.76,56.14,7.24,12.17,18.62,11.76,21.45,17.55,0,12
142,1418,2005,25.93,58.52,6.55,13.93,20.93,14.24,21.17,15.48,23.38,52.1,6.28,15.17,22.83,10.97,21.34,17.45,0,13
143,1457,2005,22.62,51.52,6.72,14.79,21.62,11.17,23.48,14.0,19.72,49.55,6.41,13.17,19.93,10.1,21.28,15.0,0,14
144,1151,2005,24.48,55.15,5.26,16.22,24.11,13.52,27.07,17.41,23.37,56.89,9.96,10.85,16.07,9.67,21.41,15.07,0,15
145,1285,2005,23.43,51.25,5.82,16.61,24.46,10.29,25.71,17.0,25.14,59.21,6.64,12.11,17.39,11.0,21.71,13.75,0,16
146,1228,2005,28.15,57.61,8.7,12.42,17.15,10.97,23.39,11.12,21.94,53.3,5.97,10.27,15.52,10.27,20.52,15.3,5,01
147,1329,2005,27.72,55.86,7.07,15.59,20.17,11.38,22.83,13.86,24.1,54.03,5.41,12.24,17.76,10.28,19.1,15.14,2,02
148,1112,2005,29.12,61.85,6.85,14.58,18.73,13.73,23.27,14.85,25.79,58.79,6.58,11.39,17.03,12.27,20.76,16.97,3,03
149,1130,2005,25.54,56.54,4.0,16.86,23.64,14.32,23.46,12.93,23.93,57.71,6.18,9.79,14.14,12.46,20.71,13.96,1,04
150,1104,2005,25.37,52.67,7.63,17.07,23.27,10.23,26.47,12.67,24.1,59.57,7.17,9.47,14.57,11.53,20.23,11.6,0,05
151,1261,2005,25.97,56.07,6.86,16.69,22.86,11.48,24.9,13.24,25.83,58.17,7.52,11.86,17.1,10.34,21.66,12.45,0,06
152,1356,2005,24.97,55.66,5.91,11.03,14.78,11.31,21.66,12.81,21.09,49.56,4.88,13.03,19.38,10.72,21.44,16.28,1,07
153,1400,2005,26.24,57.17,7.86,17.0,24.41,13.45,26.03,14.21,24.24,61.24,7.24,13.28,19.31,13.0,21.28,12.76,0,08
154,1305,2005,24.72,53.55,2.69,17.41,24.66,12.07,27.31,14.59,22.93,58.62,5.59,11.07,15.97,11.1,20.76,12.97,1,09
155,1388,2005,23.42,53.42,6.94,16.19,22.52,12.13,23.71,15.55,24.45,56.77,4.26,12.1,18.19,11.74,21.06,14.0,0,10
156,1412,2005,27.48,60.42,6.58,16.26,23.29,11.74,21.26,13.39,24.26,55.16,7.23,15.81,22.13,13.13,24.55,20.55,1,11
157,1454,2005,25.59,58.15,7.74,14.96,21.37,13.33,23.3,13.67,22.33,54.7,5.22,14.19,20.37,12.41,22.74,17.19,2,12
158,1335,2005,23.54,53.89,6.5,14.89,22.5,12.36,25.14,15.64,21.04,52.93,6.04,12.71,20.0,10.46,22.07,15.93,0,13
159,1429,2005,26.81,50.52,5.74,13.61,19.65,9.52,24.77,12.39,21.26,53.9,6.13,8.84,12.39,10.06,17.29,12.26,0,14
160,1368,2005,22.44,49.63,3.37,13.04,20.7,10.74,20.33,14.19,19.85,47.19,4.81,11.78,17.26,9.93,21.26,17.22,0,15
161,1192,2005,27.06,59.94,6.68,13.35,19.94,12.45,23.65,13.9,25.68,56.32,5.81,13.74,21.16,11.13,24.16,15.35,0,16
162,1181,2005,26.53,59.17,8.97,17.73,24.9,13.5,24.93,13.6,23.9,60.9,3.8,14.2,19.77,14.6,22.1,15.8,2,01
163,1246,2005,26.5,57.73,6.53,14.2,21.4,12.7,22.9,13.03,21.87,54.1,6.57,11.6,16.63,11.73,22.2,18.13,3,02
164,1328,2005,27.52,57.0,6.74,13.65,19.94,12.74,22.45,13.81,22.71,52.87,3.68,13.94,19.94,10.77,20.32,15.81,1,03
165,1393,2005,27.97,57.61,4.64,14.91,22.45,13.82,24.15,13.36,22.36,57.3,7.39,12.64,18.73,13.85,20.18,14.73,0,04
166,1277,2005,27.71,55.89,6.86,15.79,20.36,11.86,24.18,13.86,22.0,51.18,6.18,13.18,20.07,9.14,18.75,15.57,4,05
167,1428,2005,23.7,46.6,4.33,15.63,21.37,10.63,23.33,14.43,21.47,50.4,5.63,8.37,12.27,7.83,15.73,12.03,2,06
168,1153,2005,25.55,58.23,6.61,18.71,27.0,14.39,27.06,13.45,22.71,61.29,7.03,11.97,17.9,14.55,21.84,14.29,1,07
169,1390,2005,25.0,57.17,4.0,16.1,21.77,12.27,23.7,14.07,24.3,57.77,6.1,13.33,18.77,12.4,22.83,14.97,0,08
170,1280,2005,25.56,57.47,5.81,15.5,23.28,14.5,26.47,15.12,24.25,59.0,6.78,10.72,16.06,11.03,21.09,13.69,1,09
171,1234,2005,25.66,55.38,6.41,15.5,22.5,11.09,25.0,14.53,23.88,57.16,6.25,13.03,19.5,12.0,22.84,15.25,0,10
172,1431,2005,25.94,55.94,6.03,17.75,22.41,11.09,23.06,12.38,24.31,55.22,6.12,11.75,17.19,10.84,21.66,14.97,0,11
173,1330,2005,25.12,57.0,6.0,14.06,20.44,12.0,24.31,12.06,22.09,54.56,5.94,10.38,16.09,11.19,23.62,16.91,0,12
174,1436,2005,25.37,57.43,8.5,13.37,18.57,12.03,25.87,11.87,22.7,55.37,6.17,10.37,14.9,9.03,23.17,12.6,1,13
175,1310,2005,27.9,63.69,9.1,20.28,26.76,15.86,24.97,12.79,28.1,60.38,6.31,15.66,21.41,10.28,23.03,12.69,0,14
176,1184,2005,26.26,55.85,6.19,11.67,17.56,10.93,23.56,14.22,23.56,54.22,5.11,15.26,22.15,11.22,21.96,14.0,0,15
177,1175,2005,20.25,47.91,6.5,15.41,20.69,10.16,17.38,14.06,22.66,47.97,5.62,10.91,16.78,10.78,20.31,16.72,0,16
178,1314,2005,30.45,61.35,7.39,20.48,27.87,13.77,26.55,16.68,24.39,60.45,7.61,13.87,19.29,11.77,20.81,19.03,6,01
179,1163,2005,27.97,60.76,5.14,17.55,25.17,15.69,30.45,15.21,24.83,65.52,6.31,10.79,16.45,13.69,21.03,12.48,1,02
180,1242,2005,26.93,56.48,6.79,14.79,21.45,11.79,25.97,14.48,22.1,57.14,6.28,14.76,21.93,13.0,21.38,14.1,0,03
