,TeamID,Season,PointScored,PointAllowed,FGM,FGA,3P,3PA,FTM,FTA,ORB,DRB,Ast,TO,Stl,WBlk,PF,WScore,LTeamID,LScore,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Wins,Seed
80,1106.0,2004,67.94,55.56,22.75,48.5,5.81,15.19,16.62,24.56,11.25,24.56,12.25,16.69,7.62,3.56,17.94,,,,,,,,,,,,,,,,,0,16
81,1390.0,2004,74.34,60.21,26.52,54.31,5.21,13.86,16.1,21.45,11.0,25.31,16.48,13.83,6.41,4.45,17.03,,,,,,,,,,,,,,,,,1,01
82,1163.0,2004,81.93,61.44,30.81,62.37,6.81,16.04,13.48,21.19,15.04,30.48,18.7,13.44,6.44,9.04,15.33,,,,,,,,,,,,,,,,,6,02
83,1301.0,2004,77.65,63.45,25.35,54.65,8.85,24.1,18.1,22.5,10.45,23.85,15.7,12.8,7.2,2.5,17.8,,,,,,,,,,,,,,,,,1,03
84,1268.0,2004,80.0,65.37,28.95,63.26,5.32,14.53,16.79,26.79,15.42,28.63,14.05,14.0,9.05,7.11,17.63,,,,,,,,,,,,,,,,,1,04
85,1393.0,2004,75.95,63.62,28.76,58.76,4.14,12.9,14.29,21.62,13.38,25.62,16.33,13.05,7.81,7.05,16.67,,,,,,,,,,,,,,,,,2,05
86,1435.0,2004,77.33,60.33,26.76,57.1,8.0,20.57,15.81,21.19,11.19,26.57,17.67,12.76,7.48,3.95,16.48,,,,,,,,,,,,,,,,,2,06
87,1177.0,2004,72.57,63.38,25.76,53.43,5.38,13.95,15.67,22.38,12.05,25.24,14.86,13.14,5.71,2.57,16.14,,,,,,,,,,,,,,,,,1,07
88,1104.0,2004,76.35,62.88,25.88,55.12,6.94,17.82,17.65,25.53,11.65,25.76,12.41,12.59,7.06,2.82,17.41,,,,,,,,,,,,,,,,,3,08
89,1356.0,2004,72.72,61.76,26.96,59.12,6.0,17.96,12.8,18.48,13.16,22.28,14.64,11.84,10.52,3.24,18.76,,,,,,,,,,,,,,,,,0,09
90,1173.0,2004,71.29,62.96,24.25,51.21,6.71,19.38,16.08,24.08,12.21,27.08,16.17,14.08,4.54,3.0,16.17,,,,,,,,,,,,,,,,,0,10
91,1444.0,2004,80.85,63.65,27.96,59.77,7.0,18.58,17.92,24.96,14.5,24.54,15.73,12.58,9.12,2.96,19.04,,,,,,,,,,,,,,,,,0,11
92,1140.0,2004,78.11,64.79,26.84,53.21,5.84,16.47,18.58,25.47,10.47,24.84,16.47,14.26,8.0,3.42,19.84,,,,,,,,,,,,,,,,,0,12
93,1431.0,2004,79.05,63.45,26.82,53.32,6.41,16.23,19.0,25.36,9.91,24.55,17.32,13.0,7.23,2.36,15.95,,,,,,,,,,,,,,,,,0,13
94,1418.0,2004,81.39,68.11,28.94,58.22,8.33,21.0,15.17,21.94,11.28,22.67,17.0,13.78,8.78,1.89,18.22,,,,,,,,,,,,,,,,,0,14
95,1436.0,2004,68.59,57.73,24.41,54.59,6.32,18.32,13.45,19.91,11.32,25.95,15.09,12.59,7.36,3.18,14.55,,,,,,,,,,,,,,,,,0,15
96,1427.0,2004,79.81,71.75,26.38,59.0,6.62,19.88,20.44,27.56,12.81,28.44,13.38,16.44,7.44,2.94,19.44,,,,,,,,,,,,,,,,,0,16
97,1386.0,2004,78.19,60.56,27.33,56.48,9.78,23.63,13.74,19.63,9.81,23.67,16.78,11.74,8.96,3.63,16.89,,,,,,,,,,,,,,,,,3,01
98,1329.0,2004,78.58,61.58,29.15,55.54,4.77,12.15,15.5,22.31,11.08,24.58,16.58,13.46,7.92,3.69,18.73,,,,,,,,,,,,,,,,,4,02
99,1338.0,2004,70.29,55.32,26.07,52.61,4.29,13.32,13.86,21.25,12.46,23.75,15.5,11.86,5.75,5.14,14.46,,,,,,,,,,,,,,,,,2,03
100,1448.0,2004,88.37,73.05,29.95,61.0,7.68,19.53,20.79,28.68,14.11,24.37,16.84,15.79,10.21,3.32,20.47,,,,,,,,,,,,,,,,,2,04
101,1196.0,2004,82.05,65.7,29.2,56.35,8.45,22.1,15.2,19.85,10.5,26.4,17.75,14.45,6.9,3.25,17.95,,,,,,,,,,,,,,,,,0,05
102,1458.0,2004,71.58,54.08,24.58,53.12,5.96,17.58,16.46,22.96,11.46,22.54,13.96,9.46,7.5,2.83,14.54,,,,,,,,,,,,,,,,,1,06
103,1272.0,2004,75.43,62.76,25.43,58.52,8.81,23.43,15.76,23.1,13.19,25.95,15.86,12.33,8.1,5.57,16.67,,,,,,,,,,,,,,,,,1,07
104,1403.0,2004,77.55,62.5,28.82,58.5,3.82,10.32,16.09,21.45,10.95,23.5,16.36,12.0,9.14,3.68,15.95,,,,,,,,,,,,,,,,,1,08
105,1150.0,2004,83.52,69.48,28.67,60.9,8.33,23.0,17.86,27.52,15.38,26.62,17.67,15.33,9.19,3.1,18.43,,,,,,,,,,,,,,,,,0,09
106,1376.0,2004,74.0,58.09,26.13,57.87,6.96,19.57,14.78,21.74,12.57,25.35,15.96,13.0,9.61,5.91,17.43,,,,,,,,,,,,,,,,,0,10
107,1350.0,2004,68.1,55.0,23.25,54.2,6.7,18.8,14.9,20.7,12.6,24.3,13.5,12.7,7.2,4.65,17.1,,,,,,,,,,,,,,,,,0,11
108,1264.0,2004,77.96,63.0,25.38,54.17,6.29,15.17,20.92,27.21,11.21,23.17,10.79,12.83,9.42,4.21,20.38,,,,,,,,,,,,,,,,,1,12
109,1433.0,2004,74.87,61.3,27.65,56.3,6.74,16.91,12.83,20.78,13.13,26.35,13.74,15.87,6.87,4.13,17.35,,,,,,,,,,,,,,,,,0,13
110,1416.0,2004,73.21,60.71,26.46,55.71,7.71,20.54,12.58,17.54,12.42,24.79,17.79,15.0,9.12,5.33,18.0,,,,,,,,,,,,,,,,,0,14
111,1186.0,2004,73.69,62.0,25.12,50.19,5.94,15.44,17.5,23.75,8.75,21.88,16.56,13.44,6.88,1.5,19.06,,,,,,,,,,,,,,,,,0,15
112,1251.0,2004,74.53,59.76,26.18,56.76,6.47,17.94,15.71,22.29,13.18,25.59,15.76,15.12,10.29,3.47,18.53,,,,,,,,,,,,,,,,,0,16
113,1246.0,2004,75.12,62.08,27.42,56.77,6.27,17.04,14.0,20.19,11.69,24.77,16.0,14.54,8.15,3.42,17.88,,,,,,,,,,,,,,,,,1,01
114,1211.0,2004,83.04,64.89,29.15,55.44,6.33,15.37,18.41,24.41,11.04,28.22,18.52,13.52,6.37,3.93,15.81,,,,,,,,,,,,,,,,,1,02
115,1210.0,2004,79.26,60.96,27.78,57.57,7.35,18.52,16.35,23.57,11.65,27.57,16.65,15.7,9.3,5.35,19.91,,,,,,,,,,,,,,,,,5,03
116,1242.0,2004,80.3,66.65,28.75,59.05,6.25,17.4,16.55,22.75,12.15,27.3,19.0,14.05,7.25,5.3,20.25,,,,,,,,,,,,,,,,,3,04
117,1344.0,2004,74.9,61.2,26.25,55.05,8.75,21.5,13.65,19.5,11.5,22.7,17.85,14.8,10.4,5.3,14.5,,,,,,,,,,,,,,,,,0,05
118,1130.0,2004,71.13,60.61,25.0,52.43,4.04,11.74,17.09,25.83,12.3,25.26,16.87,13.39,7.09,3.09,15.3,,,,,,,,,,,,,,,,,1,06
119,1277.0,2004,74.5,62.06,26.5,50.0,6.83,16.06,14.67,19.72,8.72,22.72,16.22,14.17,7.78,2.22,20.06,,,,,,,,,,,,,,,,,0,07
120,1449.0,2004,87.16,75.63,30.21,60.74,7.05,18.32,19.68,27.11,12.05,24.74,17.32,15.74,7.63,2.95,20.95,,,,,,,,,,,,,,,,,0,08
121,1412.0,2004,78.0,63.6,29.15,63.0,6.75,19.6,12.95,19.7,12.6,23.65,19.3,13.15,12.05,3.85,20.1,,,,,,,,,,,,,,,,,2,09
122,1305.0,2004,76.86,61.27,26.86,57.91,4.36,13.0,18.77,25.95,13.14,27.09,14.36,12.23,6.77,4.86,17.0,,,,,,,,,,,,,,,,,2,10
123,1428.0,2004,68.74,54.13,24.35,49.83,6.43,15.35,13.61,18.35,11.09,25.13,13.65,13.83,4.52,3.83,16.52,,,,,,,,,,,,,,,,,0,11
124,1334.0,2004,72.04,61.74,23.96,48.96,6.3,17.09,17.83,23.96,9.3,24.91,14.7,14.04,5.91,3.04,16.91,,,,,,,,,,,,,,,,,1,12
125,1227.0,2004,73.08,61.04,26.42,56.33,5.54,13.25,14.71,22.83,13.04,23.38,15.67,11.75,7.96,2.75,17.96,,,,,,,,,,,,,,,,,0,13
126,1320.0,2004,73.65,64.4,24.55,52.55,7.45,19.35,17.1,23.3,8.9,26.15,13.3,12.1,5.8,2.0,15.9,,,,,,,,,,,,,,,,,0,14
127,1434.0,2004,76.0,66.59,25.59,53.59,5.59,15.82,19.24,26.29,10.76,28.71,16.24,16.06,7.18,3.76,22.29,,,,,,,,,,,,,,,,,0,15
128,1197.0,2004,76.93,65.64,23.21,50.71,8.5,21.79,22.0,30.07,10.79,25.57,13.36,16.14,7.29,1.79,20.0,,,,,,,,,,,,,,,,,1,16
129,1250.0,2004,67.61,58.06,22.94,51.5,6.28,16.83,15.44,20.67,10.06,25.61,13.06,13.56,7.44,3.67,18.39,,,,,,,,,,,,,,,,,0,16
130,1449.0,2005,87.62,70.15,31.85,64.77,7.12,17.85,16.81,22.73,14.85,23.27,19.54,14.31,8.73,2.77,19.92,,,,,,,,,,,,,,,,,2,01
131,1448.0,2005,85.08,69.58,29.42,58.88,7.27,17.92,18.96,28.08,14.31,26.62,16.15,14.81,9.31,4.0,19.08,,,,,,,,,,,,,,,,,1,02
132,1211.0,2005,81.08,68.4,27.96,53.92,5.08,12.92,20.08,26.8,11.24,26.8,16.64,13.48,5.6,3.48,17.44,,,,,,,,,,,,,,,,,1,03
133,1257.0,2005,82.7,61.15,27.48,58.11,10.0,24.11,17.74,24.48,13.0,26.81,16.63,14.07,9.63,3.96,18.26,,,,,,,,,,,,,,,,,4,04
134,1210.0,2005,78.53,60.84,28.32,58.42,6.84,18.95,15.05,22.47,13.32,27.84,17.21,15.47,8.32,5.53,18.68,,,,,,,,,,,,,,,,,1,05
135,1403.0,2005,84.3,64.55,30.75,60.4,5.1,11.6,17.7,22.7,11.25,24.45,18.35,12.0,9.05,4.3,16.2,,,,,,,,,,,,,,,,,2,06
136,1452.0,2005,76.76,64.19,26.71,54.52,9.95,25.43,13.38,18.29,9.19,21.86,17.81,11.52,8.76,4.29,13.62,,,,,,,,,,,,,,,,,3,07
137,1334.0,2005,73.62,62.69,25.73,50.65,6.42,16.69,15.73,21.0,9.81,26.15,15.35,13.88,5.31,3.42,14.35,,,,,,,,,,,,,,,,,1,08
138,1338.0,2005,74.8,59.45,26.0,53.75,6.3,15.7,16.5,24.25,14.3,25.25,15.95,14.8,6.3,4.8,16.1,,,,,,,,,,,,,,,,,0,09
139,1166.0,2005,73.22,61.26,25.04,53.35,8.74,20.17,14.39,19.26,9.65,22.57,14.48,10.91,6.65,3.39,16.0,,,,,,,,,,,,,,,,,0,10
140,1417.0,2005,77.56,68.22,26.56,54.44,6.72,16.89,17.72,24.5,11.5,25.83,15.22,15.0,5.78,2.61,17.22,,,,,,,,,,,,,,,,,0,11
141,1203.0,2005,81.05,64.05,28.91,58.36,5.68,14.86,17.55,24.73,13.0,24.86,16.82,14.14,9.5,4.32,16.36,,,,,,,,,,,,,,,,,0,12
142,1418.0,2005,75.53,62.11,26.74,58.68,6.58,19.37,15.47,22.42,13.84,22.84,12.95,13.89,10.11,2.74,17.42,,,,,,,,,,,,,,,,,0,13
143,1457.0,2005,68.62,56.71,22.96,51.29,6.67,18.04,16.04,23.42,11.33,23.92,14.29,13.62,8.17,3.92,18.42,,,,,,,,,,,,,,,,,0,14
144,1151.0,2005,74.71,62.29,26.06,55.47,5.18,16.12,17.41,26.35,13.29,29.94,14.47,16.76,7.35,2.29,17.0,,,,,,,,,,,,,,,,,0,15
145,1285.0,2005,74.0,63.69,23.88,49.12,5.94,15.88,20.31,28.31,9.12,25.5,14.5,15.31,7.0,3.5,16.06,,,,,,,,,,,,,,,,,0,16
146,1228.0,2005,77.84,59.97,28.31,57.53,8.81,21.88,12.41,17.09,10.91,23.38,18.72,11.19,7.72,3.5,15.47,,,,,,,,,,,,,,,,,5,01
147,1329.0,2005,80.57,63.52,28.13,55.13,6.91,15.83,17.39,22.26,10.91,24.22,17.3,14.09,7.39,2.91,17.65,,,,,,,,,,,,,,,,,2,02
148,1112.0,2005,81.96,67.52,29.63,61.33,6.89,16.22,15.81,20.11,13.33,24.15,16.74,15.0,8.37,3.7,16.19,,,,,,,,,,,,,,,,,3,03
149,1130.0,2005,73.21,62.21,25.96,56.42,3.67,11.21,17.62,24.71,14.38,24.67,17.75,13.08,7.12,4.29,13.96,,,,,,,,,,,,,,,,,1,04
150,1104.0,2005,79.26,62.09,26.39,52.96,8.3,20.22,18.17,25.13,11.09,27.87,15.09,13.09,5.7,4.78,14.09,,,,,,,,,,,,,,,,,0,05
151,1261.0,2005,79.9,67.75,27.25,56.1,7.1,18.1,18.3,24.7,11.35,25.95,15.65,12.85,8.05,4.2,15.55,,,,,,,,,,,,,,,,,0,06
