Season,TeamID,PointScored,PointAllowed,FGM,FGA,3P,3PA,FTM,FTA,ORB,DRB,Ast,TO,Stl,WBlk,PF,WScore,LTeamID,LScore,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2003,1124.0,76.43,61.36,25.79,59.93,9.93,26.36,14.93,20.14,13.0,27.21,15.86,12.5,8.86,3.43,14.71,,,,,,,,,,,,,,,,
2003,1125.0,76.06,64.69,27.25,53.25,7.5,19.81,14.06,19.38,9.19,25.5,19.06,15.5,8.69,2.25,17.0,,,,,,,,,,,,,,,,
2003,1126.0,73.5,65.38,25.5,51.0,5.0,12.62,17.5,23.12,8.75,23.12,13.0,16.62,8.38,1.38,20.12,,,,,,,,,,,,,,,,
2003,1127.0,71.64,58.79,25.64,57.0,8.43,20.5,11.93,17.14,12.0,27.86,13.79,14.71,6.14,7.5,17.21,,,,,,,,,,,,,,,,
2003,1128.0,72.12,62.24,23.65,49.47,8.0,21.35,16.82,23.06,10.06,22.65,14.29,14.94,8.18,4.29,16.76,,,,,,,,,,,,,,,,
2003,1129.0,71.08,63.17,24.42,55.33,6.0,17.5,16.25,22.08,10.5,22.33,13.0,14.42,7.08,4.17,18.0,,,,,,,,,,,,,,,,
2003,1130.0,84.72,72.39,29.44,58.17,6.5,16.56,19.33,26.78,12.78,22.78,18.33,13.11,7.44,2.83,17.61,,,,,,,,,,,,,,,,
2003,1131.0,72.5,60.1,24.65,53.65,6.85,18.85,16.35,21.6,10.35,25.9,14.05,13.05,5.9,4.15,19.45,,,,,,,,,,,,,,,,
2003,1132.0,71.64,64.91,22.55,46.64,5.91,15.09,20.64,27.73,7.55,23.18,14.36,15.18,7.73,2.91,21.64,,,,,,,,,,,,,,,,
2003,1133.0,79.55,66.09,26.36,57.45,6.73,17.82,20.09,26.73,10.45,24.64,14.55,10.82,9.0,1.55,18.73,,,,,,,,,,,,,,,,
2003,1135.0,80.88,70.06,25.76,52.24,7.35,18.35,22.0,28.18,8.35,24.35,15.65,13.94,8.06,3.53,17.0,,,,,,,,,,,,,,,,
2003,1137.0,61.54,50.23,20.15,45.23,6.46,17.0,14.77,22.15,9.08,24.92,12.38,14.85,5.77,2.15,15.38,,,,,,,,,,,,,,,,
2003,1138.0,75.2,59.4,27.2,55.2,5.8,15.2,15.0,22.0,11.4,23.4,17.0,14.6,8.2,2.6,21.2,,,,,,,,,,,,,,,,
2003,1139.0,69.62,58.12,24.29,50.08,8.46,21.5,12.58,17.08,7.62,20.75,13.58,9.54,6.12,1.83,14.83,,,,,,,,,,,,,,,,
2003,1140.0,74.04,59.39,24.65,50.3,6.48,15.57,18.26,24.04,10.22,25.0,14.26,12.83,7.17,2.48,20.43,,,,,,,,,,,,,,,,
2003,1141.0,83.35,72.17,27.96,52.65,7.22,17.65,20.22,25.96,10.22,23.96,16.74,18.13,7.35,4.22,20.0,,,,,,,,,,,,,,,,
2003,1142.0,71.0,62.87,24.27,53.6,6.07,18.07,16.4,22.67,11.33,25.8,13.33,16.53,8.13,4.53,19.8,,,,,,,,,,,,,,,,
2003,1143.0,76.1,65.71,27.57,56.86,6.05,15.76,14.9,21.29,10.48,25.9,16.67,14.43,6.86,2.86,16.24,,,,,,,,,,,,,,,,
2003,1144.0,82.75,73.25,29.0,56.75,7.5,16.5,17.25,24.5,10.25,23.25,20.75,14.0,8.5,3.5,18.5,,,,,,,,,,,,,,,,
2003,1145.0,77.6,65.7,28.4,59.1,6.1,15.6,14.7,20.3,10.4,25.7,17.5,12.1,9.0,3.2,18.6,,,,,,,,,,,,,,,,
2003,1147.0,81.9,69.9,27.7,55.2,4.2,11.1,22.3,28.1,11.5,20.8,13.7,16.0,10.1,4.7,20.0,,,,,,,,,,,,,,,,
2003,1148.0,72.4,62.87,25.47,51.27,4.73,11.67,16.73,22.0,11.2,23.8,11.47,15.33,5.6,1.93,14.67,,,,,,,,,,,,,,,,
2003,1149.0,71.75,62.83,25.83,54.42,3.42,11.92,16.67,20.92,10.42,21.75,12.75,13.25,11.08,3.83,19.42,,,,,,,,,,,,,,,,
2003,1150.0,74.85,63.0,25.85,59.92,8.69,23.31,14.46,22.77,14.92,24.69,17.08,12.23,9.92,2.92,16.77,,,,,,,,,,,,,,,,
2003,1151.0,79.47,68.32,26.74,54.63,7.58,19.63,18.42,24.53,12.16,24.79,16.37,16.37,6.63,3.53,17.95,,,,,,,,,,,,,,,,
2003,1152.0,67.67,63.67,27.0,59.33,5.33,15.33,8.33,16.33,12.0,24.0,15.67,13.33,8.33,3.67,17.0,,,,,,,,,,,,,,,,
2003,1153.0,72.53,58.35,24.53,56.76,6.82,19.35,16.65,24.24,12.18,25.06,13.65,10.76,5.82,4.35,17.59,,,,,,,,,,,,,,,,
2003,1154.0,75.25,64.25,22.5,49.5,5.25,16.75,25.0,34.0,8.25,23.25,13.0,12.5,9.25,3.5,18.5,,,,,,,,,,,,,,,,
2003,1155.0,76.4,64.4,27.2,55.0,4.93,13.2,17.07,26.33,13.87,24.33,14.07,11.8,7.0,2.6,17.33,,,,,,,,,,,,,,,,
2003,1156.0,72.25,62.88,24.38,50.5,6.0,15.0,17.5,24.38,10.75,24.62,15.88,15.25,6.88,5.12,16.88,,,,,,,,,,,,,,,,
2003,1157.0,73.36,63.18,24.82,53.09,6.82,15.18,16.91,21.91,13.0,23.36,12.82,14.27,7.0,1.64,20.64,,,,,,,,,,,,,,,,
2003,1158.0,76.32,67.05,26.32,57.77,9.59,23.32,14.09,20.73,10.45,24.86,15.27,13.14,6.95,4.64,18.09,,,,,,,,,,,,,,,,
2003,1159.0,70.75,59.25,25.5,53.17,6.5,17.92,13.25,18.17,9.83,23.08,14.0,13.0,7.25,1.75,18.92,,,,,,,,,,,,,,,,
2003,1160.0,81.35,67.35,28.9,59.6,5.55,15.15,18.0,25.6,14.05,28.9,15.45,14.25,6.3,7.3,17.3,,,,,,,,,,,,,,,,
2003,1161.0,79.35,67.94,27.35,52.29,4.0,10.35,20.65,28.82,11.18,25.82,17.35,15.35,5.88,4.59,19.18,,,,,,,,,,,,,,,,
2003,1162.0,56.5,49.0,17.0,45.0,8.0,23.5,14.5,19.5,9.0,21.0,10.5,11.5,5.5,4.0,19.5,,,,,,,,,,,,,,,,
2003,1163.0,85.19,68.29,31.19,63.52,6.71,15.38,16.1,23.43,15.24,29.52,17.14,15.14,6.38,8.43,17.76,,,,,,,,,,,,,,,,
2003,1164.0,67.55,57.55,23.91,48.27,5.73,11.27,14.0,18.73,9.0,22.18,10.27,14.55,8.36,2.36,15.0,,,,,,,,,,,,,,,,
2003,1165.0,68.38,59.75,22.5,45.75,7.38,17.25,16.0,25.0,8.25,24.75,15.62,16.38,8.0,2.0,18.62,,,,,,,,,,,,,,,,
2003,1166.0,80.69,62.9,29.21,57.45,8.07,20.48,14.21,20.66,10.72,23.76,17.59,13.28,8.72,4.72,17.07,,,,,,,,,,,,,,,,
2003,1168.0,66.5,59.7,23.6,51.0,5.1,12.5,14.2,21.3,12.8,23.0,12.6,14.3,6.0,1.5,16.3,,,,,,,,,,,,,,,,
2003,1169.0,77.77,67.38,26.23,54.31,6.38,15.38,18.92,25.69,11.69,23.46,14.54,16.38,9.62,1.85,22.08,,,,,,,,,,,,,,,,
2003,1170.0,76.36,67.91,26.0,54.27,6.55,15.73,17.82,25.73,10.45,24.55,13.73,15.64,8.64,2.55,22.0,,,,,,,,,,,,,,,,
2003,1171.0,66.29,55.43,22.29,47.29,10.0,22.0,11.71,18.14,6.86,24.57,16.43,12.0,6.57,2.43,17.0,,,,,,,,,,,,,,,,
2003,1172.0,80.79,68.07,27.07,55.29,10.0,22.0,16.64,21.21,10.71,30.5,16.71,19.14,5.79,1.57,19.64,,,,,,,,,,,,,,,,
2003,1173.0,73.75,64.12,24.21,53.08,7.75,21.0,17.58,24.21,13.5,23.83,15.62,13.42,5.33,3.0,16.92,,,,,,,,,,,,,,,,
2003,1174.0,72.93,62.93,25.8,57.93,6.73,17.8,14.6,20.73,9.67,26.13,15.27,12.13,8.93,3.93,16.93,,,,,,,,,,,,,,,,
2003,1175.0,70.0,58.73,23.93,48.93,7.67,18.07,14.47,20.87,9.8,21.07,14.4,12.47,6.8,4.13,17.27,,,,,,,,,,,,,,,,
2003,1176.0,73.71,60.35,24.53,57.59,8.82,22.53,15.82,21.53,12.29,25.88,15.53,12.35,7.59,1.88,17.06,,,,,,,,,,,,,,,,
2003,1177.0,71.94,58.62,24.5,53.62,5.31,13.81,17.62,23.25,12.31,26.31,14.31,14.31,6.75,2.12,16.94,,,,,,,,,,,,,,,,
2003,1178.0,76.41,61.06,28.0,55.41,4.71,12.82,15.71,21.47,11.82,23.24,14.76,11.06,7.12,2.88,18.29,,,,,,,,,,,,,,,,
2003,1179.0,72.75,64.12,23.88,48.75,6.12,15.38,18.88,24.5,8.0,24.75,15.0,12.38,5.25,1.62,17.38,,,,,,,,,,,,,,,,
2003,1180.0,73.44,60.94,26.78,58.17,7.06,18.39,12.83,19.39,11.11,25.0,16.0,12.17,8.06,4.06,17.5,,,,,,,,,,,,,,,,
2003,1181.0,84.0,67.58,27.88,59.58,7.29,19.29,20.96,29.08,13.38,24.12,14.46,14.04,8.96,5.71,20.0,,,,,,,,,,,,,,,,
2003,1182.0,71.78,65.44,24.89,50.22,4.67,12.0,17.33,24.78,11.33,22.56,12.0,20.11,7.78,3.56,17.56,,,,,,,,,,,,,,,,
2003,1183.0,83.85,72.38,29.54,59.85,8.23,17.85,16.54,21.23,11.92,24.31,18.54,13.15,6.77,2.31,17.54,,,,,,,,,,,,,,,,
2003,1184.0,83.71,73.0,29.71,57.29,5.43,13.71,18.86,25.43,8.86,25.0,18.0,13.0,8.0,2.0,19.86,,,,,,,,,,,,,,,,
2003,1185.0,81.67,73.67,27.67,57.08,5.17,14.67,21.17,32.83,12.58,26.25,16.08,15.42,7.25,3.42,21.17,,,,,,,,,,,,,,,,
2003,1186.0,75.0,62.82,24.88,50.0,4.47,11.59,20.76,26.94,9.59,23.24,15.94,16.41,8.71,3.18,19.71,,,,,,,,,,,,,,,,
2003,1187.0,72.1,59.1,26.2,60.4,4.7,16.7,15.0,21.4,15.3,28.0,14.0,12.5,5.8,4.6,16.6,,,,,,,,,,,,,,,,
2003,1189.0,67.2,59.0,24.4,51.1,4.2,11.9,14.2,19.3,11.9,23.4,11.2,15.8,7.5,2.6,16.1,,,,,,,,,,,,,,,,
2003,1190.0,82.88,73.35,28.41,59.41,5.18,13.29,20.88,28.24,14.06,25.82,14.88,18.76,10.35,6.29,19.12,,,,,,,,,,,,,,,,
2003,1191.0,76.5,67.83,25.25,48.75,6.33,15.0,19.67,25.75,7.83,26.75,17.0,15.92,5.83,4.08,18.33,,,,,,,,,,,,,,,,
2003,1192.0,79.0,70.4,27.33,58.53,9.4,23.93,14.93,21.73,9.87,23.53,15.73,14.53,6.67,2.47,18.07,,,,,,,,,,,,,,,,
2003,1193.0,73.53,65.53,24.74,54.26,4.37,12.74,19.68,27.0,12.16,28.0,12.95,17.05,7.89,5.84,19.42,,,,,,,,,,,,,,,,
2003,1194.0,75.17,67.0,27.83,64.0,6.83,19.0,12.67,19.83,14.5,25.5,13.0,15.83,9.33,3.67,20.83,,,,,,,,,,,,,,,,
2003,1196.0,79.12,63.17,27.92,57.46,9.17,22.71,14.12,19.92,11.17,24.83,17.46,13.04,8.42,4.33,16.88,,,,,,,,,,,,,,,,
2003,1197.0,75.65,65.59,24.53,54.24,9.0,21.0,17.59,25.06,13.71,25.47,11.76,17.24,8.47,2.47,19.0,,,,,,,,,,,,,,,,
2003,1198.0,64.14,51.71,21.86,51.57,4.29,10.57,16.14,26.57,13.14,25.29,10.71,15.43,9.43,2.14,16.0,,,,,,,,,,,,,,,,
2003,1199.0,74.57,60.14,27.07,57.07,6.93,18.93,13.5,20.71,11.21,26.0,14.93,15.14,10.86,5.36,17.79,,,,,,,,,,,,,,,,
2003,1200.0,79.5,71.5,28.0,56.0,10.5,20.5,13.0,21.0,11.0,25.0,13.0,15.5,10.5,4.0,16.0,,,,,,,,,,,,,,,,
2003,1201.0,72.5,62.45,26.2,57.3,6.65,17.85,13.45,18.9,13.65,25.7,15.4,16.2,6.95,4.95,18.35,,,,,,,,,,,,,,,,
2003,1202.0,74.45,65.27,25.55,55.36,7.36,19.27,16.0,21.91,11.82,23.64,14.36,12.09,7.45,3.27,15.91,,,,,,,,,,,,,,,,
2003,1203.0,72.92,62.58,23.08,49.58,5.92,15.5,20.83,31.25,12.25,24.5,15.08,14.83,7.25,2.83,18.33,,,,,,,,,,,,,,,,
2003,1204.0,82.92,75.92,29.38,61.15,6.77,17.38,17.38,27.15,14.08,24.69,15.46,15.15,6.92,4.0,18.15,,,,,,,,,,,,,,,,
2003,1205.0,75.75,69.25,28.75,64.75,8.75,25.0,9.5,11.5,12.75,27.5,18.75,12.0,7.25,5.5,13.5,,,,,,,,,,,,,,,,
2003,1206.0,69.69,55.31,24.56,53.31,5.81,16.06,14.75,21.06,12.19,24.88,14.44,14.88,7.88,3.06,15.25,,,,,,,,,,,,,,,,
2003,1207.0,78.6,59.73,27.33,59.93,4.93,13.33,19.0,25.8,13.47,27.07,16.87,16.33,12.27,6.33,18.47,,,,,,,,,,,,,,,,
2003,1208.0,82.21,70.79,29.11,61.05,7.16,18.37,16.84,23.26,12.53,26.37,18.68,11.68,7.79,4.74,16.63,,,,,,,,,,,,,,,,
2003,1209.0,75.85,62.38,27.31,55.54,6.08,16.08,15.15,21.38,10.15,23.85,14.69,14.62,8.46,5.85,16.0,,,,,,,,,,,,,,,,
2003,1210.0,82.36,64.43,29.43,60.5,6.86,16.86,16.64,24.21,14.5,27.79,19.14,15.43,8.86,6.29,16.64,,,,,,,,,,,,,,,,
2003,1211.0,78.48,64.3,26.65,55.35,7.22,18.7,17.96,25.13,12.3,26.22,16.13,14.78,7.22,3.35,18.17,,,,,,,,,,,,,,,,
2003,1212.0,81.7,72.8,29.4,62.6,7.4,19.9,15.5,22.0,14.4,28.3,15.9,14.8,7.2,4.5,18.5,,,,,,,,,,,,,,,,
2003,1214.0,74.42,64.58,25.89,54.58,6.05,18.47,16.58,24.16,12.11,24.32,15.42,16.74,8.21,4.05,20.63,,,,,,,,,,,,,,,,
2003,1216.0,69.8,60.8,24.93,53.8,5.07,14.27,14.87,23.0,13.27,23.13,13.73,13.27,7.4,2.67,16.87,,,,,,,,,,,,,,,,
2003,1217.0,73.27,65.36,26.09,58.91,7.91,19.55,13.18,19.55,13.91,27.64,15.91,17.0,8.55,2.64,17.91,,,,,,,,,,,,,,,,
2003,1218.0,76.28,65.94,26.78,55.72,5.5,15.17,17.22,24.72,12.5,22.78,17.78,14.67,7.22,2.89,17.5,,,,,,,,,,,,,,,,
2003,1219.0,76.0,68.14,28.0,55.71,5.71,14.86,14.29,22.43,10.71,26.29,15.14,14.43,8.14,2.43,18.71,,,,,,,,,,,,,,,,
2003,1220.0,70.38,61.0,24.88,55.75,7.38,20.75,13.25,21.88,15.5,27.5,15.88,15.62,6.0,4.38,19.0,,,,,,,,,,,,,,,,
2003,1221.0,71.04,55.96,24.84,52.4,5.36,14.12,16.0,22.64,12.2,24.88,15.92,13.64,7.88,4.52,18.16,,,,,,,,,,,,,,,,
2003,1222.0,63.12,56.5,22.38,49.88,6.62,18.12,11.75,15.0,9.0,28.12,12.75,14.38,5.25,4.62,13.5,,,,,,,,,,,,,,,,
2003,1224.0,79.85,67.0,27.92,59.54,5.85,14.92,18.15,25.23,14.38,22.85,12.77,14.38,7.0,2.15,17.38,,,,,,,,,,,,,,,,
2003,1225.0,66.08,59.42,23.25,52.0,5.0,13.58,14.58,21.0,11.92,23.83,12.67,13.0,7.0,3.58,15.92,,,,,,,,,,,,,,,,
2003,1226.0,74.92,67.69,26.31,56.08,6.62,16.77,15.69,24.0,10.46,25.08,16.69,14.77,8.46,4.38,18.23,,,,,,,,,,,,,,,,
2003,1227.0,79.43,66.52,28.95,57.52,6.81,15.24,14.71,23.86,13.33,25.24,17.81,12.9,6.48,3.29,18.57,,,,,,,,,,,,,,,,
2003,1228.0,78.21,59.38,28.21,55.92,7.62,19.83,14.17,19.54,10.12,25.38,19.29,13.12,7.46,2.92,18.08,,,,,,,,,,,,,,,,
2003,1229.0,70.5,59.12,26.12,53.62,6.62,14.38,11.62,17.0,10.0,26.38,13.88,14.75,6.5,2.75,15.62,,,,,,,,,,,,,,,,
2003,1231.0,75.45,62.9,24.75,56.5,8.15,21.95,17.8,24.75,11.85,28.15,15.2,10.8,5.0,6.15,16.9,,,,,,,,,,,,,,,,
2003,1232.0,68.14,57.71,25.57,54.29,5.29,12.86,11.71,17.14,10.0,24.0,15.29,11.14,6.86,2.43,17.71,,,,,,,,,,,,,,,,
2003,1233.0,80.0,69.06,28.47,58.0,6.18,15.0,16.88,23.94,11.18,26.12,18.76,14.94,8.41,4.71,18.59,,,,,,,,,,,,,,,,
2003,1234.0,71.4,57.6,24.53,53.2,4.8,16.07,17.53,24.73,11.07,26.4,15.07,14.87,8.47,4.67,16.2,,,,,,,,,,,,,,,,
2003,1235.0,77.87,59.2,28.87,57.67,5.67,13.67,14.47,20.4,10.27,28.73,13.27,12.07,6.33,6.73,17.67,,,,,,,,,,,,,,,,
2003,1236.0,76.89,69.33,27.22,57.78,6.78,19.67,15.67,22.67,9.44,25.89,15.56,12.44,8.33,3.33,18.0,,,,,,,,,,,,,,,,
2003,1237.0,75.47,64.53,25.89,52.84,7.11,19.26,16.58,22.84,10.79,21.53,15.63,14.58,9.0,1.95,17.74,,,,,,,,,,,,,,,,
2003,1238.0,77.2,67.5,26.8,54.7,6.7,18.4,16.9,24.2,8.8,26.6,18.1,15.8,10.0,3.0,19.2,,,,,,,,,,,,,,,,
2003,1239.0,74.25,61.67,26.08,55.17,5.17,14.42,16.92,23.92,13.5,26.75,14.5,18.08,7.08,5.92,17.92,,,,,,,,,,,,,,,,
2003,1240.0,82.21,71.68,28.68,58.89,8.42,19.95,16.42,23.42,12.37,22.84,17.53,13.95,9.47,2.53,20.47,,,,,,,,,,,,,,,,
2003,1241.0,71.42,62.58,25.17,55.58,6.25,18.33,14.83,21.5,12.08,21.92,13.42,14.33,7.67,7.33,18.17,,,,,,,,,,,,,,,,
2003,1242.0,85.52,63.52,32.13,62.17,4.96,13.74,16.3,24.35,13.87,27.48,18.09,14.52,11.13,5.26,15.83,,,,,,,,,,,,,,,,
2003,1243.0,77.46,58.85,27.85,56.31,6.77,16.54,15.0,23.08,11.54,29.46,18.62,13.38,5.77,4.0,15.77,,,,,,,,,,,,,,,,
2003,1245.0,78.95,68.35,27.8,53.7,7.6,16.95,15.75,21.9,9.05,25.25,14.75,12.95,6.9,2.2,18.75,,,,,,,,,,,,,,,,
2003,1246.0,78.97,62.9,28.86,58.07,6.17,16.45,15.07,21.28,12.86,24.48,16.45,14.21,8.07,5.28,17.38,,,,,,,,,,,,,,,,
2003,1247.0,74.5,62.92,24.25,56.33,5.75,17.25,20.25,27.17,12.83,25.58,14.67,14.25,7.58,2.75,19.67,,,,,,,,,,,,,,,,
2003,1248.0,69.45,59.27,23.55,50.55,6.91,18.55,15.45,21.36,9.45,27.36,13.91,13.55,5.18,4.91,13.91,,,,,,,,,,,,,,,,
2003,1249.0,68.33,58.08,23.33,50.08,5.75,15.25,15.92,23.33,10.67,28.83,12.25,17.75,6.08,4.0,16.75,,,,,,,,,,,,,,,,
2003,1250.0,67.07,55.71,23.07,49.21,5.64,14.14,15.29,20.14,9.43,25.5,12.43,14.07,6.86,3.57,16.21,,,,,,,,,,,,,,,,
2003,1251.0,69.93,64.07,21.14,49.29,5.36,16.0,22.29,29.43,11.57,26.07,12.86,17.64,8.64,3.21,19.21,,,,,,,,,,,,,,,,
2003,1252.0,87.67,71.33,27.0,55.17,9.0,21.17,24.67,34.83,10.83,32.0,16.67,15.83,5.17,4.33,17.67,,,,,,,,,,,,,,,,
2003,1253.0,69.0,64.0,22.5,43.0,6.75,18.0,17.25,23.75,6.25,25.25,14.25,13.75,3.0,3.75,18.0,,,,,,,,,,,,,,,,
2003,1254.0,84.44,73.67,32.33,63.56,6.22,16.67,13.56,20.33,15.11,26.78,17.11,15.22,6.22,3.0,18.22,,,,,,,,,,,,,,,,
2003,1256.0,79.7,72.6,27.4,57.2,4.7,13.1,20.2,28.8,12.3,26.7,12.9,13.7,5.8,4.4,21.8,,,,,,,,,,,,,,,,
2003,1257.0,83.79,65.46,28.96,61.21,8.75,23.62,17.12,24.08,13.08,25.58,16.96,13.12,7.58,4.54,21.25,,,,,,,,,,,,,,,,
2003,1258.0,76.55,67.18,24.73,55.36,4.09,13.91,23.0,32.0,12.82,23.45,15.82,15.55,8.82,4.09,21.64,,,,,,,,,,,,,,,,
2003,1259.0,71.0,63.75,23.25,48.5,5.75,15.25,18.75,28.75,10.5,20.75,9.0,18.0,9.0,2.0,18.25,,,,,,,,,,,,,,,,
2003,1260.0,78.13,67.27,27.13,61.0,5.8,19.0,18.07,25.2,15.73,26.4,12.67,13.8,8.07,4.27,18.67,,,,,,,,,,,,,,,,
2003,1261.0,78.71,58.57,28.57,54.29,7.29,16.9,14.29,21.43,10.76,25.95,18.57,13.71,8.29,4.38,15.29,,,,,,,,,,,,,,,,
2003,1263.0,81.5,66.58,30.5,55.92,7.83,18.92,12.67,18.08,10.42,29.08,19.75,18.08,7.08,7.17,16.58,,,,,,,,,,,,,,,,
2003,1264.0,77.96,65.65,26.09,56.52,5.61,15.04,20.17,25.3,11.35,24.26,14.13,13.91,9.22,4.13,21.43,,,,,,,,,,,,,,,,
2003,1265.0,76.69,70.15,25.15,57.38,8.31,20.0,18.08,22.62,9.92,27.08,15.23,12.23,6.15,4.23,16.0,,,,,,,,,,,,,,,,
2003,1266.0,79.26,64.43,27.39,54.91,5.61,14.65,18.87,24.96,13.09,24.3,16.65,13.09,6.48,3.7,17.87,,,,,,,,,,,,,,,,
2003,1267.0,76.31,64.38,25.62,51.77,6.85,16.85,18.23,24.23,8.0,27.46,14.69,12.77,5.85,4.23,17.31,,,,,,,,,,,,,,,,
2003,1268.0,84.37,60.42,30.16,61.05,7.21,16.42,16.84,23.68,13.47,27.58,20.26,14.0,12.05,6.89,17.63,,,,,,,,,,,,,,,,
2003,1269.0,71.5,59.7,24.0,50.0,6.9,16.8,16.6,23.2,10.4,25.1,16.4,15.4,7.0,6.1,18.0,,,,,,,,,,,,,,,,
2003,1270.0,73.54,62.31,25.92,54.69,6.85,17.38,14.85,22.77,13.62,25.08,14.92,16.23,8.31,5.08,21.08,,,,,,,,,,,,,,,,
2003,1271.0,75.6,65.6,25.6,53.4,11.4,25.0,13.0,17.6,11.8,23.6,13.0,14.8,7.4,3.4,20.2,,,,,,,,,,,,,,,,
2003,1272.0,74.83,62.13,26.65,59.43,7.22,19.96,14.3,21.91,13.78,26.65,17.61,14.09,7.57,5.04,17.83,,,,,,,,,,,,,,,,
2003,1273.0,82.64,70.23,28.73,58.64,6.91,17.68,18.27,26.0,14.45,28.5,17.55,16.55,6.59,4.59,17.36,,,,,,,,,,,,,,,,
2003,1274.0,76.0,61.09,27.0,59.27,6.45,17.0,15.55,22.0,13.73,25.73,16.55,16.18,11.18,5.09,18.55,,,,,,,,,,,,,,,,
2003,1275.0,64.83,54.17,22.33,48.17,6.92,19.42,13.25,18.75,8.75,21.25,12.25,9.33,7.08,1.92,16.08,,,,,,,,,,,,,,,,
2003,1276.0,74.24,62.12,25.06,52.76,6.88,17.41,17.24,22.65,10.82,24.53,13.24,13.71,5.71,3.53,16.88,,,,,,,,,,,,,,,,
2003,1277.0,70.68,55.89,24.26,50.0,4.42,11.47,17.74,23.53,10.11,24.68,14.11,14.05,7.32,4.21,18.95,,,,,,,,,,,,,,,,
2003,1278.0,80.44,67.31,27.06,57.5,7.88,18.88,18.44,25.69,12.31,27.12,17.5,15.5,8.69,7.44,18.31,,,,,,,,,,,,,,,,
2003,1279.0,70.43,54.57,24.14,49.86,5.79,14.29,16.36,22.86,9.57,23.93,13.93,11.93,6.93,2.29,17.79,,,,,,,,,,,,,,,,
2003,1280.0,73.67,56.48,27.62,55.76,5.33,14.76,13.1,19.43,12.67,26.38,15.38,15.81,9.29,4.1,15.14,,,,,,,,,,,,,,,,
